 0.000e+00  0.000e+00 
 1.000e-11  6.566e-10 
 2.000e-11  1.313e-09 
 4.000e-11  2.628e-09 
 8.000e-11  5.263e-09 
 1.600e-10  1.059e-08 
 3.200e-10  2.166e-08 
 5.912e-10  3.860e-08 
 8.539e-10  4.648e-08 
 1.000e-09  4.693e-08 
 1.053e-09  4.693e-08 
 1.158e-09  4.693e-08 
 1.368e-09  4.693e-08 
 1.788e-09  4.693e-08 
 2.629e-09  4.693e-08 
 4.310e-09  4.693e-08 
 7.674e-09  4.693e-08 
 1.440e-08  4.693e-08 
 2.785e-08  4.693e-08 
 5.476e-08  4.693e-08 
 1.086e-07  4.693e-08 
 2.162e-07  4.692e-08 
 3.250e-07  4.692e-08 
 4.693e-07  4.691e-08 
 6.290e-07  4.691e-08 
 8.811e-07  4.690e-08 
 1.220e-06  4.688e-08 
 1.620e-06  4.687e-08 
 2.001e-06  4.685e-08 
 2.001e-06  4.696e-08 
 2.001e-06  4.802e-08 
 2.001e-06  5.164e-08 
 2.002e-06  7.118e-08 
 2.002e-06  1.016e-07 
 2.002e-06  1.107e-07 
 2.002e-06  1.170e-07 
 2.002e-06  1.295e-07 
 2.002e-06  1.546e-07 
 2.003e-06  2.048e-07 
 2.003e-06  3.053e-07 
 2.005e-06  5.061e-07 
 2.007e-06  9.073e-07 
 2.013e-06  1.708e-06 
 2.024e-06  3.290e-06 
 2.046e-06  6.328e-06 
 2.090e-06  1.145e-05 
 2.178e-06  1.665e-05 
 2.284e-06  1.770e-05 
 2.410e-06  1.774e-05 
 2.544e-06  1.774e-05 
 2.812e-06  1.773e-05 
 3.001e-06  1.773e-05 
 3.001e-06  1.773e-05 
 3.001e-06  1.773e-05 
 3.002e-06  1.773e-05 
 3.002e-06  1.773e-05 
 3.002e-06  1.773e-05 
 3.002e-06  1.773e-05 
 3.003e-06  1.773e-05 
 3.003e-06  1.773e-05 
 3.004e-06  1.773e-05 
 3.007e-06  1.773e-05 
 3.012e-06  1.773e-05 
 3.022e-06  1.773e-05 
 3.043e-06  1.773e-05 
 3.084e-06  1.773e-05 
 3.166e-06  1.773e-05 
 3.330e-06  1.773e-05 
 3.657e-06  1.772e-05 
 4.000e-06  1.771e-05 
 4.000e-06  1.771e-05 
 4.000e-06  1.771e-05 
 4.001e-06  1.772e-05 
 4.001e-06  1.772e-05 
 4.001e-06  1.772e-05 
 4.001e-06  1.772e-05 
 4.002e-06  1.772e-05 
 4.002e-06  1.772e-05 
 4.003e-06  1.772e-05 
 4.006e-06  1.772e-05 
 4.011e-06  1.772e-05 
 4.021e-06  1.772e-05 
 4.042e-06  1.772e-05 
